last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Lynn, Lance,458681,CWS,FF,4-Seamer,-0.8,-7,919,45.5,192,0.203,0.346,0.275,33.4,31.8,21.9,0.198,0.343,0.257,33.1
Carrasco, Carlos,471911,NYM,FF,4-Seamer,0.2,2,847,35.1,192,0.331,0.549,0.402,20.1,17.2,13.6,0.292,0.507,0.371,49.7
Corbin, Patrick,571578,WSH,SL,Slider,3,23,771,29.4,191,0.309,0.571,0.412,36.9,29.8,20.7,0.258,0.46,0.34,40.7
Manaea, Sean,640455,SD,CH,Changeup,1.8,11,609,24.5,189,0.301,0.528,0.366,28.8,23.8,22.1,0.257,0.436,0.323,44.4
Giolito, Lucas,608337,CWS,CH,Changeup,1,7,702,25.5,189,0.248,0.418,0.337,38.5,33.9,25.8,0.218,0.313,0.291,19.8
Voth, Austin,608723,BAL,FF,4-Seamer,0.2,1,726,41.2,188,0.275,0.455,0.346,21.8,20.2,17.1,0.261,0.473,0.352,42.1
Musgrove, Joe,605397,SD,FF,4-Seamer,-1.2,-8,680,24,188,0.222,0.347,0.273,24.1,30.3,23.6,0.24,0.374,0.293,36.1
Ohtani, Shohei,660271,LAA,FF,4-Seamer,-0.4,-3,725,27.6,188,0.281,0.389,0.344,20.1,19.1,19.5,0.285,0.408,0.346,34.4
Gonsolin, Tony,664062,LAD,FF,4-Seamer,0.1,1,788,39.1,187,0.261,0.473,0.364,16.7,13.4,13.4,0.277,0.48,0.369,41.4
Kremer, Dean,665152,BAL,FC,Cutter,-1.7,-10,601,30.9,185,0.259,0.356,0.297,21.8,14.6,14.4,0.268,0.391,0.306,35.6
Kennedy, Ian,453178,ARI,FF,4-Seamer,-0.5,-3,706,81.4,185,0.238,0.451,0.337,17.7,17.8,18,0.279,0.521,0.377,48.1
Lynch, Daniel,663738,KC,SL,Slider,1.7,13,740,30.4,185,0.273,0.522,0.378,33.1,28.6,18.7,0.264,0.459,0.347,51.3
Garcia, Luis,677651,HOU,FC,Cutter,-1.3,-10,726,29.4,185,0.151,0.247,0.225,42.8,34.1,25.2,0.184,0.277,0.244,28.6
Darvish, Yu,506433,SD,FF,4-Seamer,-0.6,-4,749,25.2,184,0.17,0.318,0.225,21.6,34.8,22.3,0.201,0.414,0.28,46
Sandoval, Patrick,663776,LAA,CH,Changeup,0.3,2,604,24.6,184,0.215,0.288,0.28,44.5,39.7,24.4,0.214,0.295,0.275,30.4
Castillo, Luis,622491,SEA,FF,4-Seamer,-2.2,-18,825,32.9,184,0.151,0.193,0.209,33.9,44,26.6,0.179,0.28,0.247,40
Kikuchi, Yusei,579328,TOR,FF,4-Seamer,1.3,12,932,50.6,184,0.252,0.497,0.393,26.6,23.4,20.9,0.275,0.562,0.424,52.8
Suter, Brent,608718,MIL,FF,4-Seamer,1.2,8,697,65.1,184,0.307,0.536,0.403,19.7,12.5,11.9,0.286,0.421,0.343,36.1
Colomé, Alex,517008,COL,FC,Cutter,0.4,3,678,84.4,183,0.277,0.428,0.328,20.3,17.5,17.5,0.266,0.427,0.317,44.4
Musgrove, Joe,605397,SD,SL,Slider,-0.2,-1,691,24.4,183,0.217,0.355,0.286,36,31.7,21.4,0.22,0.34,0.283,27.3
Gray, Sonny,543243,MIN,SIFT,Sinker,-0.1,-1,485,25.9,183,0.211,0.398,0.312,18.3,32.2,27.8,0.22,0.375,0.304,48.5
Carrasco, Carlos,471911,NYM,CH,Changeup,-1.2,-7,591,24.5,183,0.206,0.306,0.261,31.6,30.6,22,0.217,0.345,0.276,39.5
Kershaw, Clayton,477132,LAD,FF,4-Seamer,-1.2,-8,736,40,182,0.212,0.329,0.265,9.9,15.4,19,0.228,0.367,0.282,34.3
Severino, Luis,622663,NYY,FF,4-Seamer,-1.4,-11,783,47.8,182,0.186,0.377,0.284,20.7,19.2,16.7,0.227,0.392,0.299,45.1
Springs, Jeffrey,605488,TB,FF,4-Seamer,-0.5,-4,868,40.4,182,0.209,0.393,0.315,26.5,29.1,18.9,0.244,0.456,0.344,53.6
Minor, Mike,501985,CIN,FF,4-Seamer,1.1,8,723,41.3,181,0.321,0.571,0.419,15.6,12.2,11.8,0.271,0.449,0.36,41.5
Nola, Aaron,605400,PHI,SIFT,Sinker,-1.8,-11,572,18.8,181,0.178,0.272,0.231,11.1,29.8,30.9,0.198,0.313,0.25,35.3
Quintana, José,500779,STL,CUKC,Curveball,-1.3,-10,766,28.1,181,0.202,0.274,0.258,31.1,27.6,22.3,0.228,0.351,0.282,39
Heaney, Andrew,571760,LAD,FF,4-Seamer,0,0,769,62.5,180,0.228,0.449,0.356,30.5,33.9,28.9,0.223,0.402,0.317,52
Carrasco, Carlos,471911,NYM,SL,Slider,-0.7,-4,586,24.3,180,0.222,0.339,0.261,35.5,32.8,26,0.202,0.315,0.244,30.1
Wilson, Bryse,669060,PIT,SIFT,Sinker,-0.4,-2,593,32.5,179,0.306,0.4,0.36,11.7,11.7,16.9,0.296,0.407,0.342,48.9
Hutchison, Drew,571800,DET,FF,4-Seamer,1.1,8,725,41.2,179,0.297,0.493,0.405,16,11.7,10.4,0.294,0.539,0.416,44.2
Irvin, Cole,608344,OAK,SIFT,Sinker,0,0,597,22.9,179,0.278,0.438,0.356,13.4,9.5,14.3,0.297,0.496,0.37,37.7
Montas, Frankie,593423,NYY,FF,4-Seamer,0.6,4,663,28.5,178,0.274,0.427,0.33,26.3,31.5,21.1,0.227,0.378,0.307,40.4
Watkins, Spenser,657093,BAL,FF,4-Seamer,0.5,3,630,38.4,178,0.268,0.446,0.349,8.6,7.9,9,0.31,0.53,0.394,44.8
Keller, Mitch,656605,PIT,SL,Slider,-0.3,-2,598,22.5,177,0.206,0.313,0.264,28.1,29.9,22,0.233,0.369,0.293,38.2
Whitlock, Garrett,676477,BOS,SIFT,Sinker,-0.9,-6,691,59.3,177,0.245,0.374,0.302,25.3,23.2,22.3,0.233,0.368,0.29,39.8
Brebbia, John,605154,SF,SL,Slider,0.2,1,587,53.8,176,0.299,0.433,0.339,23.2,11.4,12.5,0.258,0.384,0.298,38.8
Wacha, Michael,608379,BOS,FF,4-Seamer,1.4,9,643,33,176,0.287,0.537,0.386,14,18.2,15.5,0.291,0.543,0.384,46.5
Stripling, Ross,548389,TOR,CH,Changeup,-0.3,-2,553,27.2,176,0.203,0.355,0.245,34,29,20.2,0.228,0.318,0.239,30.9
Clevinger, Mike,605182,SD,FF,4-Seamer,0,0,707,36.6,176,0.252,0.497,0.359,21.1,18.2,15.7,0.275,0.538,0.388,48.8
Edwards Jr., Carl,605218,WSH,FF,4-Seamer,-0.5,-3,688,67.9,176,0.229,0.346,0.311,21.6,22.7,19,0.201,0.323,0.285,35.1
Greinke, Zack,425844,KC,FF,4-Seamer,-1,-9,865,38.1,175,0.294,0.448,0.347,15.6,13.1,11.7,0.332,0.581,0.412,50
Cueto, Johnny,456501,CWS,SIFT,Sinker,-0.8,-4,562,23.7,175,0.294,0.431,0.347,10.5,9.1,13.6,0.288,0.436,0.337,34
Darvish, Yu,506433,SD,SL,Slider,-2.4,-14,566,19.1,174,0.16,0.227,0.186,26.5,26.4,20.2,0.198,0.316,0.238,32.2
Otto, Glenn,657248,TEX,SL,Slider,0.4,3,614,27.5,174,0.225,0.406,0.296,33.2,30.5,23.2,0.21,0.366,0.286,30
McKenzie, Triston,663474,CLE,SL,Slider,1.7,11,621,22.1,174,0.271,0.5,0.34,27,17.8,18.1,0.258,0.448,0.311,30.9
Blackburn, Paul,621112,OAK,SIFT,Sinker,0.3,2,604,34.3,174,0.265,0.391,0.356,14.4,12.6,16.7,0.282,0.412,0.352,50.8
Rasmussen, Drew,656876,TB,FC,Cutter,-1.7,-13,737,32.9,173,0.247,0.358,0.308,30.1,16.8,23.6,0.243,0.381,0.301,36.8
Rogers, Tyler,643511,SF,FF,4-Seamer,-0.7,-4,605,51.9,173,0.265,0.316,0.311,12.5,5.8,9.4,0.27,0.348,0.315,38.6
Steele, Justin,657006,CHC,SL,Slider,-1.5,-10,629,31,173,0.136,0.216,0.178,32.7,43.4,24.5,0.174,0.261,0.218,30.3
Freeland, Kyle,607536,COL,CUKC,Curveball,0.5,3,516,18.2,173,0.203,0.32,0.277,31.3,36.4,19.6,0.213,0.348,0.292,37.6
Wick, Rowan,592858,CHC,FF,4-Seamer,-0.9,-5,632,54.8,173,0.248,0.399,0.323,21.3,26,23.4,0.271,0.467,0.353,43.2
Kikuchi, Yusei,579328,TOR,SL,Slider,1.3,7,566,30.7,172,0.288,0.608,0.421,33,27.9,23.9,0.249,0.452,0.344,45.7
Walker, Taijuan,592836,NYM,FF,4-Seamer,0.6,4,737,29.5,172,0.268,0.464,0.355,21.4,22.7,17,0.247,0.474,0.351,48.2
Gonsolin, Tony,664062,LAD,FS,Splitter,-2.9,-16,555,27.5,172,0.113,0.202,0.147,32.3,34.9,23,0.187,0.259,0.205,32.4
Hicks, Jordan,663855,STL,SIFT,Sinker,0.1,0,685,65.2,172,0.259,0.343,0.341,13.9,9.3,12,0.27,0.397,0.356,35.9
Montas, Frankie,593423,NYY,FS,Splitter,-0.1,-1,593,25.5,172,0.177,0.28,0.237,36.1,34.9,19.9,0.18,0.281,0.223,33.7
McClanahan, Shane,663556,TB,CH,Changeup,-2.1,-13,626,25.4,172,0.145,0.181,0.167,44.6,35.5,27.9,0.186,0.243,0.202,24.3
Hutchison, Drew,571800,DET,SL,Slider,-0.2,-1,653,37.1,171,0.274,0.39,0.314,27.6,19.3,16.2,0.26,0.413,0.307,43.2
Estévez, Carlos,608032,COL,FF,4-Seamer,-0.2,-2,721,70.6,171,0.22,0.393,0.318,21,21.1,14,0.258,0.436,0.343,41.7
Peralta, Freddy,642547,MIL,FF,4-Seamer,-0.3,-2,743,54.9,171,0.211,0.336,0.28,24.9,28.7,20,0.202,0.329,0.275,35.2
Eovaldi, Nathan,543135,BOS,FF,4-Seamer,0.1,1,667,38.4,171,0.306,0.522,0.375,16.3,17.5,15.7,0.291,0.561,0.388,49.6
Giolito, Lucas,608337,CWS,SL,Slider,0.8,5,649,23.6,171,0.28,0.488,0.338,30.8,23.4,21.5,0.269,0.423,0.311,46.4
Wheeler, Zack,554430,PHI,SL,Slider,-0.4,-2,634,26.9,171,0.204,0.352,0.272,24.4,26.9,22.2,0.217,0.335,0.262,30.2
Kimbrel, Craig,518886,LAD,FF,4-Seamer,-0.2,-1,738,68.5,170,0.259,0.408,0.34,23.4,25.3,18.5,0.199,0.345,0.294,44.8
Stripling, Ross,548389,TOR,FF,4-Seamer,-0.4,-3,685,33.7,170,0.237,0.391,0.318,20.2,22.4,17.2,0.268,0.485,0.353,52.5
Alcantara, Sandy,645261,MIA,SL,Slider,-0.4,-3,714,22,170,0.217,0.36,0.267,31.1,30.6,23.1,0.217,0.369,0.272,45.5
Peterson, David,656849,NYM,FF,4-Seamer,0,0,716,37.9,170,0.28,0.427,0.371,20.4,19.4,20.1,0.254,0.409,0.349,36.9
Wisler, Matt,605538,TB,SL,Slider,-0.7,-5,685,91.5,170,0.188,0.37,0.28,25.3,20.6,15.7,0.205,0.395,0.289,32
Pilkington, Konnor,663455,CLE,FF,4-Seamer,0.2,2,658,63.3,169,0.252,0.403,0.362,25.1,18.3,18.2,0.246,0.441,0.368,49.5
Freeland, Kyle,607536,COL,FF,4-Seamer,-0.2,-2,661,23.3,169,0.279,0.481,0.361,17.8,7.7,11.6,0.274,0.466,0.344,40.3
Hudson, Dakota,641712,STL,SL,Slider,0,0,603,26.8,169,0.228,0.342,0.291,24.9,15.4,15,0.238,0.382,0.307,37
Muñoz, Andrés,662253,SEA,SL,Slider,-3,-20,662,64.6,169,0.126,0.176,0.162,50.8,46.2,31.3,0.12,0.175,0.162,24.4
Wells, Tyler,669330,BAL,FF,4-Seamer,0.8,5,686,41.6,168,0.258,0.516,0.349,21.4,14.3,13.4,0.283,0.581,0.386,54.9
Sears, JP,676664,OAK,FF,4-Seamer,1.4,8,611,56.6,168,0.318,0.494,0.385,16.4,17.9,16.1,0.298,0.494,0.367,51.2
Wacha, Michael,608379,BOS,CH,Changeup,-1.5,-9,580,29.8,168,0.17,0.314,0.246,34.9,37.5,22,0.176,0.292,0.248,21.7
Fulmer, Michael,605242,MIN,SL,Slider,-1.4,-9,661,63.4,168,0.232,0.342,0.287,30.2,23.2,24.7,0.222,0.338,0.269,31.1
Castillo, Luis,622491,SEA,SIFT,Sinker,0.5,3,595,23.7,167,0.277,0.432,0.354,12.3,12,13.7,0.272,0.401,0.333,46.9
Crismatt, Nabil,622503,SD,CH,Changeup,-1.2,-7,532,50.1,166,0.212,0.327,0.263,30,25.3,23.9,0.231,0.339,0.27,34.8
Contreras, Roansy,672710,PIT,SL,Slider,-0.4,-2,543,34.2,166,0.163,0.275,0.243,42.1,32.5,24.2,0.177,0.298,0.247,35.6
Detmers, Reid,672282,LAA,SL,Slider,-0.2,-1,557,25.5,166,0.222,0.327,0.268,28.7,30.7,22.3,0.204,0.297,0.246,35.2
Irvin, Cole,608344,OAK,CH,Changeup,-0.2,-1,479,18.4,166,0.242,0.357,0.279,20.6,9,12.9,0.25,0.411,0.302,36.4
Freeland, Kyle,607536,COL,SIFT,Sinker,0.2,1,626,22.1,166,0.319,0.507,0.396,11.7,8.4,14.1,0.299,0.482,0.378,45.5
Javier, Cristian,664299,HOU,SL,Slider,-1.2,-8,706,27.6,166,0.121,0.223,0.181,39.4,44,28,0.126,0.211,0.176,22.6
Hendriks, Liam,521230,CWS,FF,4-Seamer,-1.3,-8,574,60.5,165,0.248,0.393,0.309,28.2,26.7,31.2,0.226,0.4,0.307,40.2
Tate, Dillon,622253,BAL,SIFT,Sinker,-3.9,-21,543,50.4,165,0.214,0.26,0.248,10.8,11.5,16.1,0.247,0.337,0.282,40.4
Keller, Mitch,656605,PIT,SIFT,Sinker,-1.3,-7,594,22.3,165,0.303,0.394,0.367,13.3,7.3,21.1,0.315,0.423,0.371,38.6
Hill, Rich,448179,BOS,FF,4-Seamer,1.2,8,708,35.6,165,0.318,0.547,0.395,24.3,24.2,22.7,0.265,0.491,0.362,44
Feltner, Ryan,663372,COL,FF,4-Seamer,2.4,14,591,35.3,165,0.336,0.614,0.453,19.5,16.4,14.5,0.308,0.573,0.425,51.3
Rasmussen, Drew,656876,TB,SL,Slider,0.6,3,524,23.4,164,0.208,0.362,0.286,28.6,31.1,18,0.246,0.407,0.317,44.4
Plesac, Zach,668676,CLE,SL,Slider,0.4,2,523,24.3,164,0.21,0.338,0.283,37.5,32.3,24.8,0.244,0.381,0.289,34.6
Montgomery, Jordan,656756,STL,CH,Changeup,-0.1,0,602,22.2,163,0.258,0.413,0.305,41,17.2,16.4,0.241,0.375,0.285,30.5
Foley, Jason,671345,DET,SIFT,Sinker,-0.5,-3,584,60.8,163,0.297,0.348,0.311,13.6,17.8,19.6,0.263,0.333,0.281,45.7
Baker, Bryan,641329,BAL,FF,4-Seamer,-1.3,-9,663,56.1,163,0.239,0.324,0.3,27.3,22.7,19.1,0.257,0.37,0.323,46.2
Pivetta, Nick,601713,BOS,SL,Slider,-1.7,-10,606,19.7,163,0.197,0.293,0.256,30.8,22.7,17.8,0.223,0.383,0.3,41.4
Díaz, Edwin,621242,NYM,SL,Slider,-4.1,-22,539,58.1,162,0.114,0.134,0.154,54.7,54.3,38.4,0.126,0.174,0.176,41.3
Mayza, Tim,641835,TOR,SIFT,Sinker,-1.4,-8,603,82.5,162,0.233,0.347,0.277,20.7,21,23,0.262,0.386,0.308,35.6
Thompson, Zach,605507,PIT,FC,Cutter,0.9,6,693,33.3,162,0.289,0.53,0.395,23.3,13.6,12.1,0.297,0.502,0.372,42.5
McKenzie, Triston,663474,CLE,CUKC,Curveball,-1.4,-9,616,21.9,161,0.12,0.203,0.154,45,52.8,31.1,0.14,0.22,0.165,34.2
Fedde, Erick,607200,WSH,FC,Cutter,0.1,0,668,27.6,161,0.234,0.441,0.314,17.2,19.3,12.4,0.242,0.444,0.332,37.6
Jax, Griffin,643377,MIN,SL,Slider,-1.3,-7,560,48.4,161,0.187,0.26,0.231,36.8,34.8,24.5,0.194,0.293,0.238,34.4
Rogers, Taylor,573124,MIL,SL,Slider,0,0,619,57.1,160,0.191,0.383,0.284,38,34.4,25,0.2,0.343,0.279,26.7
Dunning, Dane,641540,TEX,CH,Changeup,-0.2,-1,514,20.2,159,0.262,0.455,0.338,28.3,20.1,23.5,0.251,0.388,0.304,31.9
Luetge, Lucas,476595,NYY,FC,Cutter,0.7,4,530,54.6,159,0.338,0.465,0.39,23,17,24.1,0.273,0.394,0.329,29.1
Melancon, Mark,453343,ARI,FC,Cutter,0,0,556,62.8,158,0.289,0.423,0.348,16.1,8.9,12,0.292,0.451,0.356,34.9
Bieber, Shane,669456,CLE,CUKC,Curveball,-1.6,-8,514,17.9,158,0.191,0.276,0.214,40.7,41.8,25.6,0.201,0.312,0.232,48.9
Jansen, Kenley,445276,ATL,FC,Cutter,-1.6,-11,648,64.4,158,0.17,0.262,0.233,28.2,32.9,29.4,0.157,0.24,0.224,30.8
Velasquez, Vince,592826,CWS,FF,4-Seamer,-1.1,-6,566,44,158,0.197,0.352,0.273,23.2,23.4,20.1,0.226,0.477,0.334,48.6
Gibson, Kyle,502043,PHI,SL,Slider,0.8,4,575,21,158,0.221,0.359,0.287,37.7,36.1,20.7,0.206,0.338,0.27,30.3
Lyles, Jordan,543475,BAL,SIFT,Sinker,0.6,3,522,17.5,158,0.317,0.49,0.388,15.4,21.5,26.2,0.266,0.439,0.336,41.4
Akin, Keegan,669211,BAL,FF,4-Seamer,-0.9,-6,642,52,158,0.238,0.406,0.308,27,29.1,25.3,0.245,0.386,0.308,43.4
Ray, Robbie,592662,SEA,SIFT,Sinker,0.7,4,633,20.8,158,0.299,0.53,0.406,22.7,14.6,16.4,0.274,0.451,0.372,38.7
Díaz, Alexis,664747,CIN,FF,4-Seamer,-1.5,-11,683,63.4,157,0.127,0.19,0.244,31.1,26.1,19.2,0.163,0.283,0.281,36
Chavez, Jesse,445926,ATL,FC,Cutter,-0.5,-4,704,58.6,157,0.213,0.355,0.287,28.6,30.6,19.4,0.199,0.34,0.276,42.6
Ashby, Aaron,676879,MIL,SL,Slider,-0.2,-1,549,29.2,156,0.2,0.311,0.291,41.1,42.9,26.6,0.171,0.277,0.262,27.5
Freeland, Kyle,607536,COL,SL,Slider,-0.1,-1,640,22.5,156,0.257,0.443,0.335,25.9,24.4,17.1,0.231,0.449,0.329,39.8
Coleman, Dylan,669395,KC,FF,4-Seamer,-0.4,-3,678,56.3,156,0.231,0.385,0.328,23.6,16.7,14.5,0.234,0.42,0.34,39.3
Hader, Josh,623352,SD,SIFT,Sinker,0.6,4,655,69.5,156,0.241,0.406,0.336,30.7,32.7,25,0.207,0.368,0.308,38.1
López, Jorge,605347,MIN,SIFT,Sinker,-0.5,-3,586,50.5,156,0.228,0.331,0.325,16.5,18.6,18.2,0.217,0.349,0.301,30.6
García, Luis,472610,SD,SIFT,Sinker,0.2,1,512,53,155,0.329,0.393,0.388,15.4,7.7,14.8,0.309,0.418,0.354,41.5
Taillon, Jameson,592791,NYY,SL,Slider,0,0,527,18.8,155,0.233,0.44,0.291,26.6,19.4,17.9,0.262,0.436,0.305,31.1
Sampson, Adrian,592716,CHC,SIFT,Sinker,-0.7,-4,547,32.3,155,0.294,0.455,0.36,10.1,7.1,9.1,0.32,0.523,0.391,43.9
Fedde, Erick,607200,WSH,CUKC,Curveball,1.7,12,695,28.7,154,0.321,0.504,0.4,26,20.1,13.1,0.277,0.432,0.349,35.5
Barría, Jaime,642545,LAA,SL,Slider,0.8,4,528,47,154,0.265,0.441,0.352,24.1,17.5,17,0.274,0.48,0.365,44.1
Kremer, Dean,665152,BAL,FF,4-Seamer,-1,-6,646,33.2,153,0.216,0.343,0.295,21.5,19,15.8,0.264,0.49,0.366,50
Suarez, José,660761,LAA,CH,Changeup,-0.1,0,435,24.4,153,0.243,0.354,0.286,31.4,30.1,23,0.216,0.338,0.262,33.3
Lauer, Eric,641778,MIL,FC,Cutter,0.5,3,520,19.4,153,0.286,0.489,0.381,15.6,12.4,15.1,0.309,0.469,0.384,38.6
López, Reynaldo,625643,CWS,FF,4-Seamer,-1.6,-9,542,55,153,0.239,0.319,0.275,24.2,22.9,21.6,0.26,0.353,0.3,45.4
Okert, Steven,595345,MIA,SL,Slider,-1.2,-8,659,68.1,153,0.151,0.294,0.274,35.3,33.3,22.8,0.154,0.247,0.257,21.8
McClanahan, Shane,663556,TB,CUKC,Curveball,-1.7,-10,577,23.4,152,0.139,0.215,0.193,28.4,36.8,29.9,0.17,0.261,0.214,27.3
Kopech, Michael,656629,CWS,SL,Slider,0.6,3,539,26.8,152,0.23,0.417,0.306,21.3,18.4,14.1,0.241,0.426,0.316,40.7
Bickford, Phil,641360,LAD,FF,4-Seamer,0.1,0,674,68.1,152,0.255,0.445,0.338,25.7,25.7,18.7,0.203,0.393,0.297,35.4
Bundy, Dylan,605164,MIN,SL,Slider,1.7,9,523,24,151,0.278,0.465,0.337,36.2,29.1,21.1,0.224,0.385,0.278,30.7
Bradish, Kyle,680694,BAL,SL,Slider,-0.9,-5,592,29.7,151,0.212,0.343,0.281,33.4,32.5,22.3,0.201,0.319,0.271,40.4
Montas, Frankie,593423,NYY,SIFT,Sinker,0,0,515,22.1,151,0.303,0.492,0.399,14.7,6.6,23.3,0.313,0.499,0.397,36.8
Gallen, Zac,668678,ARI,CUKC,Curveball,-2,-13,644,21.9,151,0.174,0.271,0.211,33.7,37.1,19.5,0.188,0.243,0.205,37.8
Clase, Emmanuel,661403,CLE,FC,Cutter,-2.1,-11,550,59.7,151,0.189,0.245,0.241,22.5,21.9,28.9,0.223,0.302,0.251,33.3
Vesia, Alex,681911,LAD,FF,4-Seamer,-2.4,-14,600,63.1,151,0.164,0.242,0.26,31.9,35.1,27.5,0.184,0.321,0.282,40.3
Ramírez, Erasmo,541640,WSH,FC,Cutter,-2.5,-14,560,45.8,150,0.2,0.393,0.26,24.6,15.3,16.8,0.218,0.349,0.255,33.3
Vest, Will,676684,DET,FF,4-Seamer,-0.1,0,606,56,150,0.313,0.43,0.353,18.4,21.3,19.9,0.258,0.394,0.331,50
Jiménez, Joe,641729,DET,FF,4-Seamer,0,0,597,63.7,150,0.248,0.409,0.319,25.7,32,24.2,0.231,0.395,0.301,45.6
Greinke, Zack,425844,KC,CUKC,Curveball,-1.6,-8,462,20.3,150,0.222,0.347,0.27,16.4,10.7,10.7,0.233,0.365,0.265,28.8
Gray, Josiah,680686,WSH,CUKC,Curveball,-0.1,-1,645,24.8,150,0.185,0.326,0.257,32.2,34.7,21.7,0.195,0.33,0.273,27.1
Peterson, David,656849,NYM,SL,Slider,-0.9,-5,550,29.1,150,0.175,0.292,0.255,47.9,52,32.9,0.173,0.269,0.236,51.7
Garrett, Braxton,666129,MIA,SL,Slider,0.2,1,463,32.2,150,0.22,0.364,0.316,40.1,38.7,26,0.213,0.355,0.3,41.9
Brieske, Beau,689225,DET,FF,4-Seamer,-0.4,-2,594,46.2,149,0.252,0.449,0.35,15,14.1,13,0.332,0.62,0.443,52.8
Otto, Glenn,657248,TEX,SIFT,Sinker,-0.6,-3,582,26.1,149,0.185,0.294,0.323,12.1,11.4,16.7,0.231,0.373,0.348,35.3
Ryan, Joe,657746,MIN,SL,Slider,1.8,9,495,20.7,149,0.245,0.497,0.339,29.6,27.5,21,0.221,0.354,0.266,29.4
Ashby, Aaron,676879,MIL,SIFT,Sinker,0.3,2,639,34,148,0.278,0.468,0.375,19.9,16.9,19.7,0.274,0.472,0.372,43.3
Castillo, Luis,622491,SEA,CH,Changeup,1.1,6,558,22.3,148,0.239,0.425,0.333,26.1,22.3,15.6,0.229,0.355,0.291,30.1
Suarez, José,660761,LAA,FF,4-Seamer,0.9,6,610,34.2,148,0.323,0.546,0.409,20.2,19.6,17.6,0.275,0.452,0.357,50
Kelly, Merrill,518876,ARI,SIFT,Sinker,-0.4,-2,522,17,148,0.254,0.384,0.31,16.4,14.2,17.1,0.29,0.47,0.353,39.3
Strider, Spencer,675911,ATL,SL,Slider,-1.1,-7,643,28.2,148,0.139,0.197,0.205,52.2,50,29.4,0.118,0.162,0.165,22.2
Plesac, Zach,668676,CLE,CH,Changeup,0.7,3,482,22.4,147,0.266,0.41,0.332,16.1,12.9,12.9,0.305,0.48,0.359,42.5
Márquez, Germán,608566,COL,SL,Slider,0.1,0,592,20.9,147,0.265,0.538,0.389,32.4,19.7,20.4,0.253,0.459,0.345,44.7
Gibson, Kyle,502043,PHI,FC,Cutter,0.1,0,595,21.7,147,0.244,0.4,0.312,19.8,12.2,18.2,0.275,0.418,0.332,28
Gonzales, Marco,594835,SEA,FC,Cutter,1.3,7,555,19.6,146,0.321,0.547,0.395,13,6.8,7.8,0.302,0.519,0.372,31.3
Lauer, Eric,641778,MIL,SL,Slider,-0.4,-2,469,17.5,146,0.172,0.299,0.245,24.8,28.1,18.8,0.205,0.312,0.258,30.5
Manning, Matt,666159,DET,FF,4-Seamer,-1.5,-8,509,51.4,146,0.198,0.252,0.262,18.6,19.9,19.1,0.225,0.313,0.28,37.3
Rogers, Trevor,669432,MIA,CH,Changeup,0.3,2,568,29.3,146,0.246,0.408,0.336,26.1,15.1,12.9,0.244,0.343,0.301,30
Matzek, Tyler,554431,ATL,FF,4-Seamer,-1.8,-10,547,76.7,146,0.174,0.298,0.277,22.2,15.8,16.2,0.223,0.393,0.332,40
Helsley, Ryan,664854,STL,FF,4-Seamer,-2.4,-13,548,57,146,0.15,0.233,0.213,28.6,32.9,29.4,0.17,0.285,0.24,40
Castillo, Diego,650895,SEA,SL,Slider,-1.3,-7,531,63,146,0.173,0.263,0.246,32.6,32.2,26,0.184,0.298,0.251,22.1
Skubal, Tarik,669373,DET,SL,Slider,-0.7,-4,592,30.9,145,0.228,0.368,0.273,23.7,18.6,14.7,0.231,0.368,0.276,39.8
Murfee, Penn,682171,SEA,SL,Slider,-1.6,-8,512,51,145,0.125,0.272,0.189,32.4,40,28.9,0.127,0.241,0.182,27.5
Thompson, Zach,605507,PIT,SIFT,Sinker,-0.8,-4,439,21.1,145,0.32,0.391,0.369,6.8,2.8,5.3,0.319,0.419,0.363,40
Martínez, Adrián,661309,OAK,SIFT,Sinker,2.6,13,511,50.3,145,0.338,0.602,0.438,13.5,16.6,18.8,0.301,0.547,0.391,42.2
Woodruff, Brandon,605540,MIL,SIFT,Sinker,-0.7,-4,545,21.5,145,0.269,0.362,0.32,15,14.5,18.8,0.276,0.377,0.329,30.6
Strickland, Hunter,519326,CIN,FF,4-Seamer,1.2,7,545,49.6,145,0.243,0.417,0.365,22.3,16.6,15.3,0.297,0.539,0.421,45.2
Gomber, Austin,596295,COL,SL,Slider,-0.8,-4,507,24.6,145,0.217,0.391,0.282,29.9,24.1,17.7,0.252,0.414,0.307,32
Knebel, Corey,608349,PHI,FF,4-Seamer,-1.3,-7,555,69.8,144,0.192,0.342,0.301,24.9,19.4,18.7,0.212,0.358,0.316,45.2
Ramírez, Erasmo,541640,WSH,SIFT,Sinker,1.5,7,481,39.4,144,0.32,0.461,0.394,13.2,13.2,16.8,0.303,0.422,0.354,40.5
Quijada, José,650671,LAA,FF,4-Seamer,-1.4,-8,587,84.9,143,0.179,0.366,0.29,32.9,35,23.4,0.155,0.296,0.26,35.1
Falter, Bailey,663559,PHI,FF,4-Seamer,-1,-4,404,31.2,143,0.212,0.326,0.265,19.1,18.2,21.1,0.232,0.359,0.285,34.6
